kod_pemaju,found,nama_pemaju,emel,telefon,alamat_perniagaan,alamat_daftar,status_pemaju,bilangan_projek,probe_code,projek_nama,negeri,daerah,status_projek
6138,yes,CNT BUILDERS SDN. BHD.,-,,-,-,Aktif,2,6138-1,Taman Anggerik Biru,-,-,
6139,yes,PANGKOR REALTY SDN. BHD.,-,,"No. 1 Jalan Pjs 5/30, Pusat Dagangan Petaling Jaya Selatan, 46150, Hulu Selangor, Selangor","55 Medan Ipoh 1a, Medan Ipoh Bistari, 31400 Ipoh, Perak Darul Ridzuan, 31400, Kinta, Perak",Aktif,3,6139-1,Taman Seri Pangkor,Perak,Manjung,
6140,no,,,,,,,,,,,,
6141,no,,,,,,,,,,,,
6142,no,,,,,,,,,,,,
6143,yes,SITRAC CORPORATION SDN. BHD.,-,,-,-,Aktif,1,6143-1,Janda Baik (fasa 1),-,-,
6144,no,,,,,,,,,,,,
6145,yes,LEE CHIONG DEVELOPMENT & CONSTRUCTION SDN. BHD.,-,,"No.12a-1, Jalan Setia Utama, Taman Wangsa Setia, 35900, Tiada Maklumat Daerah, Perak","No.12a-1, Jalan Setia Utama, Taman Wangsa Setia, 35900, Tiada Maklumat Daerah, Perak",Aktif,21,6145-1,Taman Muhibah,-,-,
6146,yes,CENTURY HOMES DEVELOPMENT SDN. BHD.,rpks@streamyx.com,09-2782488,"No.1, Jalan Terap, Taman Rimba, 28400, Temerloh, Pahang","No. 1 Jalan Terap, Taman Rimba, 28400, Temerloh, Pahang",Aktif,2,6146-1,Taman Indah Jaya,-,-,
6147,no,,,,,,,,,,,,
6148,no,,,,,,,,,,,,
6149,yes,INTRA PREMIER SDN. BHD.,-,,-,-,Aktif,2,6149-1,Taman Rasah Utama,-,-,
6150,no,,,,,,,,,,,,
6151,no,,,,,,,,,,,,
6152,yes,NUSA CERGAS SDN. BHD.,-,,-,-,Aktif,6,6152-1,Taman Sri Teluk ,-,-,
6153,yes,SIME DARBY PROPERTY (KULAI) SDN. BHD.,nur.nasihan.razak@simedarbyproperty.com,0378495487,"Level 10, Block G, No. 2, Jalan Pju 1a/7a, Ara Damansara, Pju 1a, 47301, Petaling , Selangor","Level 10, Block G, No 2, Jalan Pju 1a/7a, Ara Damansara, Pju 1a, 47301, Petaling , Selangor",Aktif,34,6153-1,Villino Mariano,-,-,
6154,yes,HIKMAT DUNIA SDN. BHD.,-,05-2534168,"No. 12 & 14 Jalan Chew Sin Onn, 31650, Kinta, Perak","Room 305, 3rd Floor, Asia Life Building,no. 45 Jalan Tun Sambanthan, 31650, Kinta, Perak",Aktif,3,6154-1,Zzz,-,-,
6155,no,,,,,,,,,,,,
6156,yes,HANDAL CEKAP SDN. BHD.,-,,-,-,Aktif,2,6156-1,Taman Tasik Permai,-,-,
6157,no,,,,,,,,,,,,
6158,no,,,,,,,,,,,,
6159,no,,,,,,,,,,,,
6160,no,,,,,,,,,,,,
6161,yes,FEAB PROPERTIES SDN. BHD.,-,,-,-,Aktif,1,6161-1,Bandar Banang Jaya,-,-,
6162,yes,KAJANG PRIMA SDN. BHD.,-,,"3-5-1 Blk A,jalan 2/50, Diamond Square, 53000, Kuala Lumpur, Wp Kuala Lumpur","3-5-1, Jalan 2/50, Blok A, Diamond Square Off Jln Gombak, 53000 Kl, 53000, Kuala Lumpur, Wp Kuala Lumpur",Aktif,2,6162-1,Kajang Perdana,Selangor,Hulu Langat,
6163,yes,INNO ALLIANCE (M) SDN. BHD.,-,,"Wisma Keladi, 11-a, Level 7, Jalan Bank, 08000, Kedah","29th Floor, Menara Jkg,, No. 282, Jalan Raja Laut,, 50350, Wp Kuala Lumpur",Aktif,1,6163-1,"Tmn. Desa Makmur,tmn.rusa 11 Dan Tmn. Desa Abadi",-,-,
6164,yes,MASTER GALAXY (M) SDN. BHD.,-,,-,-,Aktif,1,6164-1,Taman Relau Jaya,-,-,
6165,no,,,,,,,,,,,,
6166,yes,AMJ PROPERTIES SDN. BHD.,-,,"Tkt 9,menara A&m, Garden Business Centre, No. 3, Jalan Istana, 41000, Klang, Selangor","36a Lorong Gelugor Off Persiaran Sultan Ibrahim, 41300, Klang, Selangor",Aktif,3,6166-1,Kemuning Greenville,Selangor,Klang,
6167,yes,LEE AUN ENTERPRISE SDN. BHD.,-,,"Tingkat 1, Pt 178-179,, Jalan Hamzah,, 15050, Kota Bharu, Kelantan","Pt 225, 2nd Floor, Jalan Kebun Sultan, 15050, Tumpat, Kelantan",Aktif,2,6167-1,Taman Seri Kayangan,-,-,
6168,yes,COSMOVEST DEVELOPMENT SDN. BHD,-,,-,-,Aktif,1,6168-1,Bukit Rahman Putra,-,-,
6169,no,,,,,,,,,,,,
6170,yes,LANGKAH BAKTI SDN. BHD.,-,,-,-,Aktif,2,6170-1,Desa Aman Sri Pantai ,-,-,
6171,yes,OKC DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,6171-1,Taman Rasah Emas,-,-,
6172,yes,INTANPURA SDN. BHD.,-,03-21678000,"Tingkat 2, Plaza Mbf, Jalam Ampang, 50450, Kuala Lumpur, Wp Kuala Lumpur","Level 38, Menara Aebank, No. 8, Jalan Yap Kwan Seng, 50450, Kuala Lumpur, Wp Kuala Lumpur",Aktif,1,6172-1,Kondominium Titiwangsa Indah,-,-,
6173,no,,,,,,,,,,,,
6174,yes,KEMAJUAN CERGAS SDN. BHD.,-,,-,-,Aktif,1,6174-1,Taman Heawood,-,-,
6175,no,,,,,,,,,,,,
6176,no,,,,,,,,,,,,
6177,yes,SYAHARTA SDN. BHD.,-,,-,-,Aktif,1,6177-1,Desa May,-,-,
6178,yes,PROFIL IMPIAN SDN. BHD.,-,,"Aras 1 & 2, Lk6, D'perdana Sri Cemerlang, Jalan Sri Cemerlang, Seksyen 27, 15300, Kota Bharu, Kelantan","Tingkat 4, Bangunan Pkink, Jalan Tengku Maharani, 15000, Kota Bharu, Kelantan",Aktif,11,6178-1,Taman Kurnia Jaya,-,-,
6179,yes,SANTONG DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,6179-1,Taman Kertih Permai,-,-,
6180,no,,,,,,,,,,,,
6181,no,,,,,,,,,,,,
6182,yes,IKAZ ENGINEERING SDN. BHD.,-,,-,-,Aktif,3,6182-1,Sri Embun,-,-,
6183,no,,,,,,,,,,,,
6184,yes,SANWA REALTY SDN. BHD.,-,,-,-,Aktif,1,6184-1,Taman Nasib,-,-,
6185,yes,SENG HUP HIN HOUSING DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,6185-1,Taman Muhibbah,-,-,
6186,no,,,,,,,,,,,,
6187,yes,BONSIN DEVT. SDN. BHD.,-,,-,-,Aktif,1,6187-1,Taman Paya Dalam,-,-,
6188,yes,GOLDEN RANGE CORPORATION SDN. BHD.,-,,-,-,Aktif,2,6188-1,Taman Meranti,-,-,
6189,yes,ASIAN GRANDEUR SDN. BHD.,-,,"6, Jalan  Jawi Jaya 1, Taman Jawi Jaya, 14200, Seberang Perai Selatan, Pulau Pinang","No. 51-21-a, Menara Bhl Bank, Jln Sultan Ahmad Shah, 10050, Tiada Maklumat Daerah, Pulau Pinang",Aktif,5,6189-1,Taman Jawi Jaya,-,-,
6190,yes,BENCOR DEVELOPMENT SDN.BHD.               ,-,,-,-,Aktif,1,6190-1,Taman Seri Aman,-,-,
6191,yes,TONG YENG DEVELOPMENT SDN. BHD.,tongyeng@time.net.my,06-2822286,"No.677, Jalan Melaka Raya 8, Taman Melaka Raya, 75000, Melaka Tengah, Melaka","No.100-g, Jalan Kesidang 2/24, Taman Kesidang Ii, Lorong Pandan, 75200, Melaka Tengah, Melaka",Aktif,5,6191-1,Taman Duyung Permai,-,-,
6192,no,,,,,,,,,,,,
6193,yes,SEGI WAJAR (M) SDN. BHD.,-,,-,-,Aktif,1,6193-1,Taman Sri Jambu,-,-,
6194,yes,TEMPLER PARK GOLF & RESORT BERHAD,ungku_amir@khsb.com.my,0355223888,"Lot 1a, Level 1a, Plaza Perngsang, Persiaran Perbandaran, 40000, Petaling , Selangor","Lot 1a, Level 1a, Plaza Perangsang, Persiaran Perbandaran, 40000, Petaling , Selangor",Aktif,9,6194-1,Templer Impian Konndominium.,-,-,
6195,no,,,,,,,,,,,,
6196,yes,GUAN BEE HUP KEE REALTY SDN.BHD,-,04-2627950,"No. 28, 1st Floor, Lebuh Noordin, 10300, Daerah Timor Laut, Pulau Pinang","No. 177 (2nd Floor), Perak Road, 10150, Daerah Timor Laut, Pulau Pinang",Aktif,2,6196-1,Desa Singora,-,-,
6197,yes,BERSATU MENANG SDN. BHD.,-,,-,-,Aktif,3,6197-1,Taman Bemban Fasa 2.,-,-,
6198,no,,,,,,,,,,,,
6199,yes,D.T. MEGAH SDN. BHD.,-,,-,-,Aktif,2,6199-1,Taman Tangkak Jaya  (phase Iii),-,-,
6200,yes,KERIS PILIHAN SDN. BHD.,-,,-,-,Aktif,1,6200-1,Taman Rapat Perdana,-,-,
6201,no,,,,,,,,,,,,
6202,yes,TECK CHIAM SDN. BHD.,-,,-,-,Aktif,2,6202-1,Taman Jasaria,-,-,
6203,no,,,,,,,,,,,,
6204,yes,FAJAR MELATI SDN. BHD.,-,,-,-,Aktif,4,6204-1,Yayasan Fasa 1,-,-,
6205,no,,,,,,,,,,,,
6206,no,,,,,,,,,,,,
6207,yes,CERAH KURNIA CORPORATION SDN. BHD.,-,,"No.53a,taman Johan Fasa 2,, Jalan Kuala Kedah,, 06600, Kota Setar, Kedah","53a,taman Johan Fasa 2,jalan Kuala Kedah, 06600, Kota Setar, Kedah",Aktif,6,6207-1,Taman Sri Murni,-,-,
6208,no,,,,,,,,,,,,
6209,yes,GRAND QUANTUM SDN. BHD.,liewsinggp@gmail.com,095136191,"No. 40-1, 1st. Floor, Lorong Tun Ismail 11, Sri Dagangan 2, 25000, Kuantan, Pahang","A9 1st Floor, Jalan Haji Ahmad 9, Sri Pahang Business Centre, 25300, Kuantan, Pahang",Aktif,14,6209-1,Taman Klasik,-,-,
6210,yes,HILLPARK DEVELOPMENT SDN. BHD.,shchian@gromutual.com,06-2328188,"C-01-03, 04 & 05, Block C, Pangsapuri Bukit Beruang, 75450, Melaka Tengah, Melaka","Suite 15.03, Level 15, Menara Pelangi,no 2, Jalan Kuning, Taman Pelangi , 80400, Johor Bahru, Johor",Aktif,16,6210-1,Taman Terendak Permai - Fasa 1,-,-,
6211,yes,SEBANG PERDANA SDN. BHD.,sebangperdana02@gmail.com,095177799,"Lot 16592, Kawasan Perindustrian Batu 3, Jalan Tanah Putih, 25150, Kuantan, Pahang","55a Jalan Melaka Raya 24, Taman Melaka Raya, 75000, Melaka Tengah, Melaka",Aktif,9,6211-1,123,-,-,
6212,yes,WORLDWIDE VENTURES SDN. BHD.,syahril@ijm.com,042961333,"Suite 15-01, Menara Ijm Land, 1 Lebuh Tunku Kudin 3, 11700, Daerah Timor Laut, Pulau Pinang","Tkt.2,wisma Ijm, Jalan Yong Shook Lin, 46050, Petaling , Selangor",Aktif,4,6212-1,Bukit Jambul Indah,Pulau Pinang,Daerah Timor Laut,
6213,yes,PERUMAHAN BENTONG SDN. BHD.,-,09-2229711,"C/o Restoran Indah Rasa, Atas Pasar Baru,, 28700, Bentong, Pahang","Wisma Goshen, 2nd Floor, 60 & 62 Jln Ss 22/21, Damansara Jaya, 47400, Petaling , Selangor",Aktif,2,6213-1,Taman Mawar Ii,-,-,
6214,yes,SALAM PROPERTIES SDN. BHD.,salamproperties@yahoo.com,03-87339971,"Wisma Apex No. 41 & No. 43, Jalan Seksyen 3/4, Taman Kajang Utama, 43000, Hulu Langat, Selangor","No. 4, Lorong Shahbandar 1, Taman Permatang Shahbandar,, 26400, Maran, Pahang",Aktif,1,6214-1,"Perumahan Permatang Shahbandar, Bandar Jengka,pahang",Pahang,Maran,
6215,no,,,,,,,,,,,,
6216,no,,,,,,,,,,,,
6217,yes,PERUS PELANGI SDN. BHD (PROSPELL DEVELOPMENT SDN BHD),-,03-21621699,"B-11-15, Blok B, Megan Phileo Avenue, No. 12, Jalan Yap Kwan Seng, 50450, Kuala Lumpur, Wp Kuala Lumpur","B-11-15, Blok B, Megan Phileo Avenue, No. 12, Jalan Yap Kwan Seng, 50450, Kuala Lumpur, Wp Kuala Lumpur",Aktif,1,6217-1,Desa Beruntung,-,-,
6218,yes,DAWNTREE PROPERTIES SDN. BHD.,enquiry@dawntree.com,03- 4260 2323,"Suite 12.3a, Level 12, Menara Great Eastern, 303 Jalan Ampang, 50450, Kuala Lumpur, Wp Kuala Lumpur","Level 14, Uptown 1, No.1, Jalan Ss21/58, Damansara Uptown, Petaling Jaya, 47400, Petaling , Selangor",Aktif,2,6218-1,Damai Suria,-,-,
6219,yes,GOLDEN APPROACH SDN. BHD.,mail.gasb@polyglass.my,,"Site Office, Diamond Creeks Country Retreat, 35900, Perak","Suite 2-1 2nd Floor, Menara Penang Garden, 42a Jalan Sultan Ahmad Shah, 10050, Daerah Timor Laut, Pulau Pinang",Aktif,1,6219-1,Desa Istirehat Diamond Creeks,Perak,Batang Padang,
6220,no,,,,,,,,,,,,
6221,no,,,,,,,,,,,,
6222,no,,,,,,,,,,,,
6223,no,,,,,,,,,,,,
6224,no,,,,,,,,,,,,
6225,no,,,,,,,,,,,,
6226,no,,,,,,,,,,,,
6227,no,,,,,,,,,,,,
6228,no,,,,,,,,,,,,
6229,no,,,,,,,,,,,,
6230,no,,,,,,,,,,,,
6231,yes,ASAS PROJECT DEVELOPMENT SDN. BHD.,asasindah@gmail.com,0379803570,"11d, Jalan Desa Jaya, Taman Desa, Off Jalan Klang Lama, 58100, Kuala Lumpur, Wp Kuala Lumpur","917, Block A, Kelana Centre Point, No 3 Jalan Ss 7/19, Kelana Jaya, 47301, Petaling , Selangor",Aktif,3,6231-1,Taman Sakapp,-,-,
6232,yes,HWA ENG DEVELOPMENT SDN. BHD.,hwa_eng@yahoo.co.in,03-33714085,"82-h, Jalan Pulasan, 41000, Klang, Selangor","82-h, Jalan Pulasan, 41000, Klang, Selangor",Aktif,4,6232-1,Taman Andalas Jaya,-,-,
6233,no,,,,,,,,,,,,
6234,yes,PEMBINAAN TANI SDN. BHD.,-,,-,-,Aktif,1,6234-1,Taman Pertama Rompin,-,-,
6235,no,,,,,,,,,,,,
6236,yes,JIANSON SDN. BHD.,-,,-,-,Aktif,3,6236-1,Taman Kenari Biru,-,-,
6237,yes,PALMEX INDUSTRIES SDN. BERHAD,palmex-admin@ioiproperties.com.my,6043751811,"9-01-01 Jalan Ahmad Nor, Pusat Perdagangan Nova, 11600, Daerah Barat Daya, Pulau Pinang","Level 29, Ioi City Tower 2,, Lebuh Irc, Ioi Resort City,, 62502, Putrajaya, Wp Putrajaya",Aktif,24,6237-1,Kondominium Punchak Mutiara,-,-,
6238,yes,SINARAN TEGAS SDN. BHD.,-,,-,-,Aktif,3,6238-1,Taman Nikamas Fasa Ii,-,-,
6239,yes,VISTAJATI HOLDINGS SDN. BHD.,mohd.nor@uemnet.com,0327276966,"19-2, Mercu Uem , Jalan Stesen Sentral 5, Kuala Lumpur Sentral , 50470, Kuala Lumpur, Wp Kuala Lumpur","19-2 Mercu Uem, Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470, Kuala Lumpur, Wp Kuala Lumpur",Aktif,1,6239-1,Vista Komanwel.,Wp Kuala Lumpur,Kuala Lumpur,
6240,yes,SEW CHAN HENG HOLDINGS SDN. BHD.,enyi2y3wky@yahoo.com,03-33438330,"No. 47a, Jalan Batai Laut, Kaw 16, Taman Intan, 41300, Klang, Selangor","No. 47a, Jalan Batai Laut, Kaw 16, Taman Intan, 41300, Klang, Selangor",Aktif,5,6240-1,Taman Teluk Hijauria,-,-,
6241,yes,IKRAM MAJU SDN. BHD.,-,,-,-,Aktif,2,6241-1,Taman Simpang Makmur Ii,-,-,
6242,yes,REMBAU MAJU HOLDING SDN. BHD.,-,,-,-,Aktif,1,6242-1,Taman Desa Anggerik,-,-,
6243,yes,PROFOUND NETWORK SDN. BHD.,-,,-,-,Aktif,2,6243-1,Desa Ros,-,-,
6244,yes,SHINWOO DEVT SDN. BHD.,spng@gromutual.com,06-9527216,"No 45, 2nd Floor, Jalan Maharani, Muar, Johor, 84000, Muar, Johor","Suite 15.3a, Level 15, Menar Pelangi, No 2, Jalan Kuning, Taman Pelangi, Johor Bahru., 80040, Johor Bahru, Johor",Aktif,16,6244-1,Taman Bintang Angkasa,-,-,
6245,no,,,,,,,,,,,,
6246,yes,LINGBENA DEVELOPMENT SDN. BHD.,lingbena@gmail.com,0175478836,"No.3, Taman Arasu, Jalan Raja Omar, 32000, Manjung, Perak","6a, 1st Floor, Taman Arasu,, Jalan Raja Omar,, 32000, Manjung, Perak",Aktif,40,6246-1,Taman Sri Ayer Tawar,Perak,-,
6247,no,,,,,,,,,,,,
6248,yes,KIMBERLUX SDN. BHD.,-,,-,-,Aktif,2,6248-1,Taman Maharajalela.,-,-,
6249,no,,,,,,,,,,,,
6250,no,,,,,,,,,,,,
6251,no,,,,,,,,,,,,
6252,no,,,,,,,,,,,,
6253,no,,,,,,,,,,,,
6254,yes,MERIT HOME SDN. BHD.,-,,-,-,Aktif,1,6254-1,Taman Kencana,-,-,
6255,yes,MONTE CITY DEVELOPMENT SDN. BHD.,antapent@gmail.com,052531886,"56, Jalan Leong Boon Swee, 30000, Kinta, Perak","56, Jalan Leong Boon Swee, 30000, Kinta, Perak",Aktif,5,6255-1,Xxx,-,-,
6256,no,,,,,,,,,,,,
6257,no,,,,,,,,,,,,
6258,yes,PERNARA JAYA SDN. BHD.,-,062849062,"No.16 A&b , 17 A&b, Plaza Sri Kubu , Jalan Tan Chay Yan, 75300, Melaka Tengah, Melaka","No.195-b, Taman Melaka Raya, 75000, Melaka Tengah, Melaka",Aktif,11,6258-1,Taman Bandar Baru Masjid Tanah,-,-,
6259,yes,SINMAH DEVELOPMENT SDN. BHD.,thanmal@spektrumsb.com.my,063353329,"No.198, , Jalan Gambir Perdana 15,, Taman Gambir Perdana,bukit Gambir, 84800, Melaka Tengah, Johor","E-10-4, Megan Avenue 1,, 189, Jalan Tun Razak,, 50400, Kuala Lumpur, Wp Kuala Lumpur",Aktif,15,6259-1,Taman Saujana Seksyen 2,-,-,
6260,no,,,,,,,,,,,,
6261,no,,,,,,,,,,,,
6262,yes,NATLAND DEVELOPMENT SDN. BHD.,-,06-7622729,"No.55 (upstairs), Jalan Kapitan Tam Yeong, 70000, Seremban, Negeri Sembilan","No.55 (upstairs), Jalan Kapitan Tam Yeong, 70000, Seremban, Negeri Sembilan",Aktif,7,6262-1,Taman Seremban Indah Jaya (fasa I),-,-,
6263,no,,,,,,,,,,,,
6264,yes,KHOON WENG REALTY SDN. BHD.,khr@tawakar.com.my,04-3319925,"No.6839, Jalan Permatang Pauh, 13400, Seberang Perai Tengah, Pulau Pinang","51-21-a, Menara Bhl, Jalan Sultan Ahmad Shah, 10050, Tiada Maklumat Daerah, Pulau Pinang",Aktif,7,6264-1,Taman Bukit Minyak,-,-,
6265,yes,AMALAN TEPAT SDN. BHD.,sales_mktg.atsb@afamosa.com,03-27111113,"Tingkat 5, Wisma Beringin, Jalan Semantan, Damansara Heights, 50490, Kuala Lumpur, Wp Kuala Lumpur","Jalan Kemus, Simpang Empat, 78000, Alor Gajah, Melaka",Aktif,11,6265-1,Menara A' Famosa,-,-,
6266,no,,,,,,,,,,,,
6267,yes,IBAI RIA SDN.BHD,kidsb@streamyx.com,096163900,"Lot Pt 969k, Kg. Tok Adis, Mukim Kuala Ibai, 20400, Kuala Terengganu, Terengganu","Lot Pt 969k, Kg. Tok Adis, Mukim Kuala Ibai, 20400, Kuala Terengganu, Terengganu",Digulung,2,6267-1,Golf View Apartment,Terengganu,Kuala Terengganu,
6268,no,,,,,,,,,,,,
6269,no,,,,,,,,,,,,
6270,no,,,,,,,,,,,,
6271,no,,,,,,,,,,,,
6272,no,,,,,,,,,,,,
6273,yes,IBAIMAS SDN.BHD,-,,-,-,Aktif,1,6273-1,Taman Ibai Indah,-,-,
6274,no,,,,,,,,,,,,
6275,yes,ATLANTIC HEIGHTS SDN. BHD.,-,05-2538889,"88, Jalan Sultan Abdul Jalil Greentown, 30300, Kinta, Perak","88, Jalan Sultan Abdul Jalil Greentown, 30300, Kinta, Perak",Aktif,1,6275-1,Desa Kayangan Syuen,-,-,
6276,no,,,,,,,,,,,,
6277,yes,NOBLE GAIN SDN. BHD.,-,,-,-,Aktif,1,6277-1,Bandar Baru Slim River Fasa 3a,-,-,
6278,no,,,,,,,,,,,,
6279,no,,,,,,,,,,,,
6280,yes,MEDAN MASYHUR SDN. BHD.,-,,-,-,Aktif,3,6280-1,Taman Medan Masyhur (phase 1),-,-,
6281,yes,MEGATAJA SDN. BHD.,-,,-,-,Aktif,2,6281-1,Taman Desa Molek,-,-,
6282,yes,KAMANSER (M) SDN. BHD.,-,,-,-,Aktif,2,6282-1,Taman Ria,-,-,
6283,no,,,,,,,,,,,,
6284,yes,EQUAL GAIN SDN. BHD.,-,,-,-,Aktif,2,6284-1,Taman Putera,-,-,
6285,no,,,,,,,,,,,,
6286,yes,SUASANA KRISTAL (M) SDN. BHD.,-,,-,-,Aktif,1,6286-1,Taman Kristal,-,-,
6287,yes,TF LAND SDN. BHD..,ashleytoh@tfland.com.my,042272858,"12a.03, Menara Boustead Penang, 39, Jalan Sultan Ahmad Shah, 10050, Daerah Timor Laut, Pulau Pinang","No. 16, Solok Tavoy, 10050, Daerah Timor Laut, Pulau Pinang",Aktif,11,6287-1,Bandar Machang Bubok,-,-,
6288,no,,,,,,,,,,,,
6289,yes,J. A. MANAN DEVELOPMENT SDN. BHD.,-,03-55124322,"44a, 1st Floor, Jalan Bola Tampar 13/14, Section 13, 40100, Petaling , Selangor","519, Block A, 5th Floor, Kelana Business  Centre, 97 Jalan Ss7/2, 47301, Petaling , Selangor",Aktif,3,6289-1,Taman Gombak Permai (2c),Selangor,Gombak,
6290,no,,,,,,,,,,,,
6291,yes,ETIKA CEKAP SDN. BHD.,-,,-,-,Aktif,1,6291-1,Taman Angsana,-,-,
6292,no,,,,,,,,,,,,
6293,no,,,,,,,,,,,,
6294,no,,,,,,,,,,,,
6295,no,,,,,,,,,,,,
6296,no,,,,,,,,,,,,
6297,yes,YUEN LEE DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,6297-1,Taman Perdana,-,-,
6298,no,,,,,,,,,,,,
6299,no,,,,,,,,,,,,
6300,no,,,,,,,,,,,,
6301,no,,,,,,,,,,,,
6302,yes,SUNHILL SDN. BHD.,-,,-,-,Aktif,2,6302-1,Taman Cahaya,-,-,
6303,no,,,,,,,,,,,,
6304,no,,,,,,,,,,,,
6305,no,,,,,,,,,,,,
6306,yes,KIAN SIN HOUSING DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,2,6306-1,Taman Sri Mawar,-,-,
6307,yes,KENANGAN UNIK SDN. BHD.,-,,-,-,Aktif,1,6307-1,Taman Seri Rambai I,-,-,
6308,yes,CHUAN HUAT DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,6308-1,Taman Mutiara,-,-,
6309,yes,WEECO KEMAJUAN SDN BHD,weeco2158@yahoo.com,077552157,"No. 1, Jalan Sri Mewah, Taman Sri Mewah, 86200, Kluang, Johor","Suite 1301,13th.floor, City Plaza, Jalan Tebrau,, 80300, Johor Bahru, Johor",Aktif,29,6309-1,Taman Sri  Mewah,-,-,
6310,yes,DESTINE TRADING SDN BHD.,-,,-,-,Aktif,1,6310-1,Taman Kelemak,-,-,
6311,yes,KEMACAHAYA DEVT SDN. BHD.,-,,-,-,Aktif,1,6311-1,Taman Bunga Levender,-,-,
6312,yes,GENERASI PANTAI DALAM SDN. BHD.,lthe@streamyx.com,60380249377,"5f-15, Pusat Perdagangan Ioi, No.1 Persiaran Puchong Jaya Selatan, 47100, Petaling , Selangor","5b, Jalan Kenari 4, Bandar Puchong Jaya, 47100, Petaling , Selangor",Aktif,2,6312-1,Pangsapuri Pantai Bahagia,-,-,
6313,yes,MAXRISE (M) SDN. BHD.,-,,-,-,Aktif,2,6313-1,Pangsapuri Taman Hijau,-,-,
6314,yes,JANUARI BERHAD,-,,-,-,Aktif,1,6314-1,Raja Villa,-,-,
6315,no,,,,,,,,,,,,
6316,yes,KWONG HIN TRADING SDN. BHD.,-,,-,-,Aktif,1,6316-1,Taman Seri Banting,-,-,
6317,yes,EFCEE SENDIRIAN BERHAD,-,,-,-,Aktif,1,6317-1,Villa Pawana.,-,-,
6318,no,,,,,,,,,,,,
6319,no,,,,,,,,,,,,
6320,no,,,,,,,,,,,,
6321,yes,BAYAN BAY DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,3,6321-1,Projek Bayan Bay,-,-,
6322,yes,RIMBUN MEWAH SDN. BHD.,-,,-,-,Aktif,2,6322-1,Desa Dato' Muda,-,-,
6323,no,,,,,,,,,,,,
6324,yes,DARUL SELEKSI (M) SDN. BHD.,-,,-,-,Aktif,1,6324-1,Taman Juasseh Jaya,-,-,
6325,no,,,,,,,,,,,,
6326,no,,,,,,,,,,,,
6327,no,,,,,,,,,,,,
6328,yes,LEBAR DAUN PROPERTIES SDN. BHD.,-,,-,-,Aktif,7,6328-1,Taman Sri Puteri Fasa 2,-,-,
6329,yes,OYBINA SDN.BHD.,jplus@binaik.com.my,073324677,"Suite 13.1 Level 13, Menara Pelangi, Jalan Kuning, Taman Pelangi, 80400, Johor Bahru, Johor","B-04-43, Blok B, Pusat Perdagangan Ekoflora,, Jalan Ekoflora 7/1,, Taman Ekoflora,, 81100, Johor Bahru, Johor",Aktif,2,6329-1,Taman Mulia,-,-,
6330,yes,KOU HONG DEVELOPMENTS SDN. BHD.,kouhongdev888@gmail.com,0332244555,"Pt 4752 & 4753, Mezzanine Floor, Jalan Sungai Limau, 45300, Sabak Bernam, Selangor","No.1135-b, Ground Floor, Jalan Syed Abu Bakar, 36000, Hilir Perak, Perak",Aktif,10,6330-1,Taman Ehsan,-,-,
6331,yes,SCIENTEX PARK (M) SDN. BHD.,kundangjayaproperty@scientex.com.my,0355248888,"No 9, Persiaran Selangor, Seksyen 15, 40200, Petaling , Selangor","No. 9, Persiaran Selangor, Seksyen 15, 40200, Petaling , Selangor",Aktif,30,6331-1,Taman Scientex,Johor,Johor Bahru,
6332,yes,PANTAI BHARU INDUSTRIES DEVELOPMENT SDN. BHD.,-,,"Lot 228, Batu 1,, Jalan Meru,, 41050, Selangor","B-03-10 Gateway Corporate Suites, Gateway Kiaramas, No. 1, Jalan Desa Kiara, Mont' Kiara, 50480, Wp Kuala Lumpur",Aktif,3,6332-1,Lot 6178,-,-,
6333,yes,ANGSANA FAJAR SDN. BHD.,-,,-,-,Aktif,1,6333-1,Villa Angsana.,-,-,
6334,yes,KAMSO SDN. BHD.,-,,"No. 17a, Jalan Ss21/56b, Damansara Utama, 47400, Petaling , Selangor","No. 16-1 (1st Floor), Jalan Remia 4/ks 6, Bandar Botanik, 41200, Klang, Selangor",Aktif,14,6334-1,Taman Baiduri,-,-,
6335,no,,,,,,,,,,,,
6336,no,,,,,,,,,,,,
6337,yes,TIONG MIN CONSTRUCTION SDN. BHD.,-,,"100 & 101, Jln Pengkalan,, Taman Pekan Baru,, 08000, Kuala Muda, Kedah","15,lebuh Gereja (church Street), 10200, Daerah Timor Laut, Pulau Pinang",Aktif,9,6337-1,Taman Sari,-,-,
6338,yes,EASTERN BISCUIT FACTORY SDN. BHD.,-,,-,-,Aktif,1,6338-1,Kota Sri Mutiara,-,-,
6339,no,,,,,,,,,,,,
